[4/3/22 06:58AM] Quiet used command ::claimdonation | Player rights = PLAYER	
[4/24/22 02:34PM] Quiet used command ::id box of r | Player rights = DEVELOPER	
[4/24/22 02:34PM] Quiet used command ::item 23171 | Player rights = DEVELOPER	
[4/24/22 02:35PM] Quiet used command ::id box of | Player rights = DEVELOPER	
[4/24/22 02:35PM] Quiet used command ::item 14691 | Player rights = DEVELOPER	
[4/24/22 02:35PM] Quiet used command ::item 15002 | Player rights = DEVELOPER	
[4/24/22 02:35PM] Quiet used command ::item 23172 | Player rights = DEVELOPER	
[4/24/22 02:37PM] Quiet used command ::id wizards book | Player rights = DEVELOPER	
[4/24/22 02:46PM] Quiet used command ::item 24078 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24078 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24079 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24080 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24081 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24082 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24083 | Player rights = DEVELOPER	
[4/24/22 02:47PM] Quiet used command ::item 24084 | Player rights = DEVELOPER	
[4/24/22 02:48PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 02:58PM] Quiet used command ::id token | Player rights = DEVELOPER	
[4/24/22 02:58PM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/24/22 02:58PM] Quiet used command ::id member token | Player rights = DEVELOPER	
[4/24/22 02:59PM] Quiet used command ::id owner cape | Player rights = DEVELOPER	
[4/24/22 03:03PM] Quiet used command ::id owner | Player rights = DEVELOPER	
[4/24/22 03:04PM] Quiet used command ::id owner | Player rights = DEVELOPER	
[4/24/22 03:04PM] Quiet used command ::item 3578 20 | Player rights = DEVELOPER	
[4/24/22 03:04PM] Quiet used command ::item 6833 | Player rights = DEVELOPER	
[4/24/22 03:05PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 03:05PM] Quiet used command ::item 6833 | Player rights = DEVELOPER	
[4/24/22 03:21PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 03:33PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 03:34PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 03:36PM] Quiet used command ::id goodiebag | Player rights = DEVELOPER	
[4/24/22 03:47PM] Quiet used command ::interface 57265 | Player rights = DEVELOPER	
[4/24/22 03:47PM] Quiet used command ::handlerewards | Player rights = DEVELOPER	
[4/24/22 03:50PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 03:50PM] Quiet used command ::handledonations | Player rights = DEVELOPER	
[4/24/22 03:50PM] Quiet used command ::handlerewards | Player rights = DEVELOPER	
[4/24/22 03:50PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:55PM] Quiet used command ::claim | Player rights = DEVELOPER	
[4/24/22 03:55PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:55PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:55PM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/24/22 03:55PM] Quiet used command ::item 6769 | Player rights = DEVELOPER	
[4/24/22 03:56PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:56PM] Quiet used command ::handlerewards | Player rights = DEVELOPER	
[4/24/22 03:56PM] Quiet used command ::handlerewards | Player rights = DEVELOPER	
[4/24/22 03:56PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:58PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 03:59PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 03:59PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:02PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:03PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:04PM] Quiet used command ::claim | Player rights = DEVELOPER	
[4/24/22 04:04PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:05PM] Quiet used command ::claim | Player rights = DEVELOPER	
[4/24/22 04:05PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:05PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:05PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::claim | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:06PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:07PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:07PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:07PM] Quiet used command ::empty | Player rights = DEVELOPER	
[4/24/22 04:07PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:08PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:08PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:08PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:08PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:08PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 04:09PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:20PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:22PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:23PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:27PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:33PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:33PM] Quiet used command ::zones | Player rights = DEVELOPER	
[4/24/22 04:36PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:36PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:36PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:37PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:39PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 04:40PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:47PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:49PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 04:53PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 04:57PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:00PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:02PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:04PM] Quiet used command ::DEALS | Player rights = DEVELOPER	
[4/24/22 05:05PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:06PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:06PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:07PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:08PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/24/22 05:10PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:12PM] Quiet used command ::id slayer casket | Player rights = DEVELOPER	
[4/24/22 05:12PM] Quiet used command ::item 2734 | Player rights = DEVELOPER	
[4/24/22 05:12PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:13PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:15PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:21PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:25PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:27PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:28PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:29PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:32PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/24/22 05:32PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 05:32PM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[4/24/22 05:32PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/24/22 07:38PM] Quiet used command ::interface 52750 | Player rights = DEVELOPER	
[4/24/22 07:38PM] Quiet used command ::interface 48550 | Player rights = DEVELOPER	
[4/24/22 07:38PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 07:40PM] Quiet used command ::Strings | Player rights = DEVELOPER	
[4/24/22 07:41PM] Quiet used command ::Sendstring | Player rights = DEVELOPER	
[4/24/22 07:41PM] Quiet used command ::string 116000 test | Player rights = DEVELOPER	
[4/24/22 07:41PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 07:45PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 07:57PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:02PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:05PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:07PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:29PM] Quiet used command ::config | Player rights = DEVELOPER	
[4/24/22 08:29PM] Quiet used command ::faction | Player rights = DEVELOPER	
[4/24/22 08:29PM] Quiet used command ::faction 2 | Player rights = DEVELOPER	
[4/24/22 08:31PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:31PM] Quiet used command ::sendteststring 52780 penis | Player rights = DEVELOPER	
[4/24/22 08:31PM] Quiet used command ::sendstring 52780 penis | Player rights = DEVELOPER	
[4/24/22 08:31PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:31PM] Quiet used command ::findstring | Player rights = DEVELOPER	
[4/24/22 08:32PM] Quiet used command ::strings | Player rights = DEVELOPER	
[4/24/22 08:32PM] Quiet used command ::checkstring | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::todoom | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::startdoom | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::god | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::tele 2325 5236 | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::tele 2341 5237 | Player rights = DEVELOPER	
[4/24/22 08:33PM] Quiet used command ::afk1 | Player rights = DEVELOPER	
[4/24/22 08:36PM] Quiet used command ::find | Player rights = DEVELOPER	
[4/24/22 08:36PM] Quiet used command ::find string | Player rights = DEVELOPER	
[4/24/22 08:36PM] Quiet used command ::home | Player rights = DEVELOPER	
[4/24/22 08:49PM] Quiet used command ::find 116000 | Player rights = DEVELOPER	
[4/24/22 08:50PM] Quiet used command ::find 116000 | Player rights = DEVELOPER	
[4/24/22 08:52PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:57PM] Quiet used command ::find 116000 | Player rights = DEVELOPER	
[4/24/22 08:57PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 08:58PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 09:05PM] Quiet used command ::interface 3559 | Player rights = DEVELOPER	
[4/24/22 09:31PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 09:32PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/24/22 09:35PM] Quiet used command ::interface 116000 | Player rights = DEVELOPER	
[4/30/22 03:22PM] Quiet used command ::deals | Player rights = DEVELOPER	
[4/30/22 03:22PM] Quiet used command ::item 24066 | Player rights = DEVELOPER	
[4/30/22 03:26PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:27PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:28PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:28PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:30PM] Quiet used command ::id shikruu | Player rights = DEVELOPER	
[4/30/22 03:30PM] Quiet used command ::item 24069 | Player rights = DEVELOPER	
[4/30/22 03:31PM] Quiet used command ::item 8821 | Player rights = DEVELOPER	
[4/30/22 03:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:32PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:32PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:35PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:36PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:36PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:38PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:40PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:41PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:43PM] Quiet used command ::item 24078 | Player rights = DEVELOPER	
[4/30/22 03:44PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:44PM] Quiet used command ::god | Player rights = DEVELOPER	
[4/30/22 03:44PM] Quiet used command ::god | Player rights = DEVELOPER	
[4/30/22 03:45PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:45PM] Quiet used command ::id morningstar | Player rights = DEVELOPER	
[4/30/22 03:45PM] Quiet used command ::item 2074 | Player rights = DEVELOPER	
[4/30/22 03:45PM] Quiet used command ::item 24074 | Player rights = DEVELOPER	
[4/30/22 03:45PM] Quiet used command ::item 22104 | Player rights = DEVELOPER	
[4/30/22 03:46PM] Quiet used command ::item 22103 | Player rights = DEVELOPER	
[4/30/22 03:46PM] Quiet used command ::item 17650 | Player rights = DEVELOPER	
[4/30/22 03:46PM] Quiet used command ::Item 17648 | Player rights = DEVELOPER	
[4/30/22 03:46PM] Quiet used command ::item 17646 | Player rights = DEVELOPER	
[4/30/22 03:46PM] Quiet used command ::item 17600 | Player rights = DEVELOPER	
[4/30/22 03:47PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:51PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 03:51PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:01PM] Quiet used command ::item 24078 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::item 24079 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::item 24080 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::item 24081 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::Item 24082 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::Item 24083 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::Item 24084 | Player rights = DEVELOPER	
[4/30/22 04:02PM] Quiet used command ::tele 2079 4434 | Player rights = DEVELOPER	
[4/30/22 04:03PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:03PM] Quiet used command ::empty | Player rights = DEVELOPER	
[4/30/22 04:05PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:14PM] Quiet used command ::item 7995 | Player rights = DEVELOPER	
[4/30/22 04:14PM] Quiet used command ::item 11000 | Player rights = DEVELOPER	
[4/30/22 04:17PM] Quiet used command ::item 3578 | Player rights = DEVELOPER	
[4/30/22 04:18PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9079 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9080 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9081 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9081 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9082 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 9085 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::Item 8940 | Player rights = DEVELOPER	
[4/30/22 04:24PM] Quiet used command ::item 8941 | Player rights = DEVELOPER	
[4/30/22 04:25PM] Quiet used command ::empty | Player rights = DEVELOPER	
[4/30/22 04:28PM] Quiet used command ::item 241000 | Player rights = DEVELOPER	
[4/30/22 04:28PM] Quiet used command ::item 24100 | Player rights = DEVELOPER	
[4/30/22 04:28PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::tele 2077 4440 | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::tele 2064 4444 | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::id damage scroll | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::item 15359 | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::item 15357 | Player rights = DEVELOPER	
[4/30/22 04:30PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/30/22 04:35PM] Quiet used command ::Deals | Player rights = DEVELOPER	
[4/30/22 09:00PM] Quiet used command ::battlepass | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 19116 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 19115 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 19114 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 20488 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 20489 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 15003 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 15002 | Player rights = DEVELOPER	
[4/30/22 09:27PM] Quiet used command ::item 15004 | Player rights = DEVELOPER	
[4/30/22 09:28PM] Quiet used command ::item 3578 | Player rights = DEVELOPER	
[4/30/22 09:28PM] Quiet used command ::item 13591 | Player rights = DEVELOPER	
[4/30/22 09:28PM] Quiet used command ::item 18404 | Player rights = DEVELOPER	
[5/1/22 07:38AM] Quiet used command ::claimdeals | Player rights = DEVELOPER	
[5/1/22 07:45AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:15AM] Quiet used command ::npc 9020 | Player rights = DEVELOPER	
[5/1/22 08:16AM] Quiet used command ::god | Player rights = DEVELOPER	
[5/1/22 08:18AM] Quiet used command ::pnpc 9020 | Player rights = DEVELOPER	
[5/1/22 08:19AM] Quiet used command ::npc 9020 | Player rights = DEVELOPER	
[5/1/22 08:19AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:19AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:19AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:20AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:22AM] Quiet used command ::pnpc 9017 | Player rights = DEVELOPER	
[5/1/22 08:45AM] Quiet used command ::npc 9017 | Player rights = DEVELOPER	
[5/1/22 08:45AM] Quiet used command ::tele 2079 4432 | Player rights = DEVELOPER	
[5/1/22 08:45AM] Quiet used command ::npc 3305 | Player rights = DEVELOPER	
[5/1/22 08:46AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::item 24085 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::item 24086 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::item 24087 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::item 24088 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::Item 24089 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::item 24090 | Player rights = DEVELOPER	
[5/1/22 08:48AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:39AM] Quiet used command ::global | Player rights = DEVELOPER	
[5/1/22 09:48AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:50AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:52AM] Quiet used command ::id aspect the great | Player rights = DEVELOPER	
[5/1/22 09:52AM] Quiet used command ::id solak the  | Player rights = DEVELOPER	
[5/1/22 09:52AM] Quiet used command ::id great pet | Player rights = DEVELOPER	
[5/1/22 09:52AM] Quiet used command ::id bunny pet | Player rights = DEVELOPER	
[5/1/22 09:52AM] Quiet used command ::item 23018 | Player rights = DEVELOPER	
[5/1/22 09:53AM] Quiet used command ::pnpc 9014 | Player rights = DEVELOPER	
[5/1/22 09:53AM] Quiet used command ::npc 9014 | Player rights = DEVELOPER	
[5/1/22 09:54AM] Quiet used command ::unpc | Player rights = DEVELOPER	
[5/1/22 09:54AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:54AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:58AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 09:59AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:02AM] Quiet used command ::item 702 | Player rights = DEVELOPER	
[5/1/22 10:02AM] Quiet used command ::item 17602 | Player rights = DEVELOPER	
[5/1/22 10:02AM] Quiet used command ::Item 7885 | Player rights = DEVELOPER	
[5/1/22 10:02AM] Quiet used command ::item 20558 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::item 5432 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::Item 522 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::item 523 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::item 524 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::item 526 | Player rights = DEVELOPER	
[5/1/22 10:03AM] Quiet used command ::item 525 | Player rights = DEVELOPER	
[5/1/22 10:04AM] Quiet used command ::item 666 | Player rights = DEVELOPER	
[5/1/22 10:04AM] Quiet used command ::item 15424 | Player rights = DEVELOPER	
[5/1/22 10:04AM] Quiet used command ::Item 674 | Player rights = DEVELOPER	
[5/1/22 10:04AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:05AM] Quiet used command ::id frozen rap | Player rights = DEVELOPER	
[5/1/22 10:05AM] Quiet used command ::item 16045 | Player rights = DEVELOPER	
[5/1/22 10:06AM] Quiet used command ::item 16217 | Player rights = DEVELOPER	
[5/1/22 10:06AM] Quiet used command ::item 16184 | Player rights = DEVELOPER	
[5/1/22 10:07AM] Quiet used command ::id frozen staff | Player rights = DEVELOPER	
[5/1/22 10:07AM] Quiet used command ::item 19331 | Player rights = DEVELOPER	
[5/1/22 10:10AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:14AM] Quiet used command ::tele 2074 4459 | Player rights = DEVELOPER	
[5/1/22 10:14AM] Quiet used command ::tele 2083 4459 | Player rights = DEVELOPER	
[5/1/22 10:19AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:19AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:20AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:20AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:21AM] Quiet used command ::id box of rare | Player rights = DEVELOPER	
[5/1/22 10:21AM] Quiet used command ::id slayer casket | Player rights = DEVELOPER	
[5/1/22 10:21AM] Quiet used command ::item 2734 | Player rights = DEVELOPER	
[5/1/22 10:22AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:22AM] Quiet used command ::item 24010 | Player rights = DEVELOPER	
[5/1/22 10:28AM] Quiet used command ::Item 24101 | Player rights = DEVELOPER	
[5/1/22 10:28AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:35AM] Quiet used command ::empty | Player rights = DEVELOPER	
[5/1/22 10:35AM] Quiet used command ::item 3578 10 | Player rights = DEVELOPER	
[5/1/22 10:36AM] Quiet used command ::item 6833 8 | Player rights = DEVELOPER	
[5/1/22 10:36AM] Quiet used command ::item 24101 10 | Player rights = DEVELOPER	
[5/1/22 10:37AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:38AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:40AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:41AM] Quiet used command ::god | Player rights = DEVELOPER	
[5/1/22 10:41AM] Quiet used command ::god | Player rights = DEVELOPER	
[5/1/22 10:43AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:43AM] Quiet used command ::bankl | Player rights = DEVELOPER	
[5/1/22 10:43AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:44AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:44AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:45AM] Quiet used command ::item 995 500000000 | Player rights = DEVELOPER	
[5/1/22 10:45AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:45AM] Quiet used command ::id damage | Player rights = DEVELOPER	
[5/1/22 10:46AM] Quiet used command ::item 4442 | Player rights = DEVELOPER	
[5/1/22 10:46AM] Quiet used command ::item 15357 | Player rights = DEVELOPER	
[5/1/22 10:50AM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 10:51AM] Quiet used command ::tele 2074 4459 | Player rights = DEVELOPER	
[5/1/22 11:06AM] Quiet used command ::item 23171 100 | Player rights = DEVELOPER	
[5/1/22 02:20PM] Quiet used command ::abnk | Player rights = DEVELOPER	
[5/1/22 02:20PM] Quiet used command ::bank | Player rights = DEVELOPER	
[5/1/22 04:43PM] Quiet used command ::item 16995 | Player rights = DEVELOPER	
[5/1/22 04:43PM] Quiet used command ::id archie mini | Player rights = DEVELOPER	
[5/1/22 04:43PM] Quiet used command ::item 19843 | Player rights = DEVELOPER	
[5/1/22 04:45PM] Quiet used command ::item 16879 | Player rights = DEVELOPER	
[5/1/22 04:48PM] Quiet used command ::item 4178 | Player rights = DEVELOPER	
[5/1/22 04:59PM] Quiet used command ::item 15002 | Player rights = DEVELOPER	
[5/1/22 05:01PM] Quiet used command ::item 23177 | Player rights = DEVELOPER	
[5/1/22 05:02PM] Quiet used command ::item 757 | Player rights = DEVELOPER	
[5/1/22 05:02PM] Quiet used command ::item 3904 | Player rights = DEVELOPER	
[5/1/22 05:03PM] Quiet used command ::melee | Player rights = DEVELOPER	
[5/1/22 05:04PM] Quiet used command ::item 23020 | Player rights = DEVELOPER	
[5/1/22 05:05PM] Quiet used command ::npc 783 | Player rights = DEVELOPER	
[5/1/22 05:08PM] Quiet used command ::tele 2079 4459 | Player rights = DEVELOPER	
